N回目,ε,α,γ,学習回数,最短経路
66,0.90,0.90,0.60,18,16
69,0.90,0.90,0.60,22,16
71,0.90,0.90,0.60,26,16
68,0.90,0.90,0.60,15,16
70,0.90,0.90,0.60,25,16
73,0.90,0.90,0.60,17,16
67,0.90,0.90,0.60,26,16
72,0.90,0.90,0.60,24,16
74,0.90,0.90,0.60,37,16
75,0.90,0.90,0.60,22,16
76,0.90,0.90,0.60,25,16
77,0.90,0.90,0.60,19,16
78,0.90,0.90,0.60,25,16
81,0.90,0.90,0.60,12,16
79,0.90,0.90,0.60,17,16
82,0.90,0.90,0.60,26,16
80,0.90,0.90,0.60,21,16
83,0.90,0.90,0.60,28,16
84,0.90,0.90,0.60,23,16
88,0.90,0.90,0.60,23,16
87,0.90,0.90,0.60,10,16
86,0.90,0.90,0.60,24,16
85,0.90,0.90,0.60,16,16
89,0.90,0.90,0.60,31,16
91,0.90,0.90,0.60,21,16
92,0.90,0.90,0.60,263,16
93,0.90,0.90,0.60,25,16
90,0.90,0.90,0.60,26,16
94,0.90,0.90,0.60,94,16
96,0.90,0.90,0.60,24,16
95,0.90,0.90,0.60,22,16
97,0.90,0.90,0.60,19,16
98,0.90,0.90,0.60,35,16
100,0.90,0.90,0.60,24,16
99,0.90,0.90,0.60,23,16
7,0.90,0.90,0.60,79,16
4,0.90,0.90,0.60,39,16
6,0.90,0.90,0.60,19,16
2,0.90,0.90,0.60,22,16
8,0.90,0.90,0.60,29,16
1,0.90,0.90,0.60,31,16
3,0.90,0.90,0.60,26,16
5,0.90,0.90,0.60,28,16
11,0.90,0.90,0.60,31,16
9,0.90,0.90,0.60,17,16
10,0.90,0.90,0.60,25,16
12,0.90,0.90,0.60,10,16
14,0.90,0.90,0.60,16,16
13,0.90,0.90,0.60,28,16
17,0.90,0.90,0.60,30,16
20,0.90,0.90,0.60,16,16
18,0.90,0.90,0.60,23,16
16,0.90,0.90,0.60,19,16
15,0.90,0.90,0.60,15,16
19,0.90,0.90,0.60,24,16
21,0.90,0.90,0.60,24,16
22,0.90,0.90,0.60,19,16
24,0.90,0.90,0.60,34,16
28,0.90,0.90,0.60,24,16
27,0.90,0.90,0.60,25,16
25,0.90,0.90,0.60,17,16
23,0.90,0.90,0.60,32,16
26,0.90,0.90,0.60,25,16
30,0.90,0.90,0.60,35,16
29,0.90,0.90,0.60,23,16
31,0.90,0.90,0.60,29,16
32,0.90,0.90,0.60,38,16
34,0.90,0.90,0.60,13,16
35,0.90,0.90,0.60,14,16
36,0.90,0.90,0.60,24,16
33,0.90,0.90,0.60,24,16
38,0.90,0.90,0.60,28,16
37,0.90,0.90,0.60,15,16
39,0.90,0.90,0.60,22,16
40,0.90,0.90,0.60,20,16
41,0.90,0.90,0.60,25,16
46,0.90,0.90,0.60,24,16
42,0.90,0.90,0.60,27,16
43,0.90,0.90,0.60,18,16
47,0.90,0.90,0.60,21,16
44,0.90,0.90,0.60,22,16
45,0.90,0.90,0.60,22,16
48,0.90,0.90,0.60,26,16
50,0.90,0.90,0.60,20,16
52,0.90,0.90,0.60,18,16
49,0.90,0.90,0.60,31,16
51,0.90,0.90,0.60,24,16
53,0.90,0.90,0.60,20,16
55,0.90,0.90,0.60,23,16
54,0.90,0.90,0.60,25,16
56,0.90,0.90,0.60,18,16
61,0.90,0.90,0.60,25,16
60,0.90,0.90,0.60,25,16
59,0.90,0.90,0.60,15,16
57,0.90,0.90,0.60,33,16
58,0.90,0.90,0.60,15,16
62,0.90,0.90,0.60,27,16
63,0.90,0.90,0.60,14,16
65,0.90,0.90,0.60,20,16
64,0.90,0.90,0.60,38,16
66,0.90,0.90,0.60,26,16
68,0.90,0.90,0.60,27,16
69,0.90,0.90,0.60,23,16
67,0.90,0.90,0.60,27,16
71,0.90,0.90,0.60,22,16
72,0.90,0.90,0.60,36,16
70,0.90,0.90,0.60,21,16
77,0.90,0.90,0.60,24,16
76,0.90,0.90,0.60,21,16
75,0.90,0.90,0.60,18,16
73,0.90,0.90,0.60,128,16
74,0.90,0.90,0.60,27,16
83,0.90,0.90,0.60,31,16
81,0.90,0.90,0.60,25,16
80,0.90,0.90,0.60,35,16
82,0.90,0.90,0.60,185,16
79,0.90,0.90,0.60,15,16
84,0.90,0.90,0.60,29,16
78,0.90,0.90,0.60,14,16
85,0.90,0.90,0.60,18,16
88,0.90,0.90,0.60,24,16
93,0.90,0.90,0.60,58,16
92,0.90,0.90,0.60,19,16
90,0.90,0.90,0.60,26,16
91,0.90,0.90,0.60,30,16
86,0.90,0.90,0.60,18,16
87,0.90,0.90,0.60,25,16
89,0.90,0.90,0.60,28,16
98,0.90,0.90,0.60,26,16
95,0.90,0.90,0.60,16,16
96,0.90,0.90,0.60,19,16
94,0.90,0.90,0.60,25,16
97,0.90,0.90,0.60,25,16
100,0.90,0.90,0.60,22,16
99,0.90,0.90,0.60,30,16
4,0.90,0.90,0.50,28,16
7,0.90,0.90,0.50,26,16
1,0.90,0.90,0.50,20,16
8,0.90,0.90,0.50,10,16
5,0.90,0.90,0.50,16,16
3,0.90,0.90,0.50,18,16
9,0.90,0.90,0.50,27,16
2,0.90,0.90,0.50,24,16
6,0.90,0.90,0.50,20,16
12,0.90,0.90,0.50,22,16
10,0.90,0.90,0.50,22,16
11,0.90,0.90,0.50,33,16
13,0.90,0.90,0.50,17,16
15,0.90,0.90,0.50,29,16
18,0.90,0.90,0.50,28,16
14,0.90,0.90,0.50,22,16
19,0.90,0.90,0.50,24,16
21,0.90,0.90,0.50,197,16
16,0.90,0.90,0.50,23,16
17,0.90,0.90,0.50,25,16
20,0.90,0.90,0.50,24,16
25,0.90,0.90,0.50,25,16
22,0.90,0.90,0.50,32,16
24,0.90,0.90,0.50,27,16
23,0.90,0.90,0.50,24,16
27,0.90,0.90,0.50,30,16
28,0.90,0.90,0.50,42,16
26,0.90,0.90,0.50,24,16
29,0.90,0.90,0.50,25,16
30,0.90,0.90,0.50,26,16
31,0.90,0.90,0.50,22,16
33,0.90,0.90,0.50,21,16
37,0.90,0.90,0.50,27,16
32,0.90,0.90,0.50,24,16
36,0.90,0.90,0.50,24,16
34,0.90,0.90,0.50,26,16
35,0.90,0.90,0.50,18,16
38,0.90,0.90,0.50,28,16
39,0.90,0.90,0.50,22,16
40,0.90,0.90,0.50,25,16
44,0.90,0.90,0.50,29,16
46,0.90,0.90,0.50,21,16
45,0.90,0.90,0.50,30,16
43,0.90,0.90,0.50,24,16
41,0.90,0.90,0.50,34,16
42,0.90,0.90,0.50,29,16
50,0.90,0.90,0.50,24,16
49,0.90,0.90,0.50,24,16
52,0.90,0.90,0.50,11,16
47,0.90,0.90,0.50,24,16
48,0.90,0.90,0.50,25,16
51,0.90,0.90,0.50,20,16
53,0.90,0.90,0.50,25,16
54,0.90,0.90,0.50,22,16
55,0.90,0.90,0.50,76,16
56,0.90,0.90,0.50,32,16
59,0.90,0.90,0.50,471,16
58,0.90,0.90,0.50,225,16
57,0.90,0.90,0.50,28,16
60,0.90,0.90,0.50,21,16
61,0.90,0.90,0.50,38,16
63,0.90,0.90,0.50,35,16
62,0.90,0.90,0.50,26,16
64,0.90,0.90,0.50,2574,16
66,0.90,0.90,0.50,30,16
67,0.90,0.90,0.50,28,16
65,0.90,0.90,0.50,33,16
68,0.90,0.90,0.50,29,16
69,0.90,0.90,0.50,16,16
70,0.90,0.90,0.50,20,16
75,0.90,0.90,0.50,24,16
71,0.90,0.90,0.50,31,16
73,0.90,0.90,0.50,19,16
74,0.90,0.90,0.50,21,16
72,0.90,0.90,0.50,23,16
76,0.90,0.90,0.50,18,16
78,0.90,0.90,0.50,28,16
77,0.90,0.90,0.50,29,16
79,0.90,0.90,0.50,26,16
81,0.90,0.90,0.50,28,16
83,0.90,0.90,0.50,28,16
82,0.90,0.90,0.50,21,16
80,0.90,0.90,0.50,126,16
85,0.90,0.90,0.50,28,16
84,0.90,0.90,0.50,15,16
86,0.90,0.90,0.50,17,16
87,0.90,0.90,0.50,22,16
88,0.90,0.90,0.50,27,16
89,0.90,0.90,0.50,24,16
91,0.90,0.90,0.50,26,16
90,0.90,0.90,0.50,23,16
92,0.90,0.90,0.50,30,16
93,0.90,0.90,0.50,22,16
95,0.90,0.90,0.50,27,16
96,0.90,0.90,0.50,13,16
99,0.90,0.90,0.50,31,16
98,0.90,0.90,0.50,29,16
94,0.90,0.90,0.50,25,16
97,0.90,0.90,0.50,187,16
100,0.90,0.90,0.50,26,16
3,0.90,0.90,0.40,23,16
5,0.90,0.90,0.40,30,16
1,0.90,0.90,0.40,28,16
8,0.90,0.90,0.40,23,16
7,0.90,0.90,0.40,20,16
4,0.90,0.90,0.40,26,16
2,0.90,0.90,0.40,27,16
6,0.90,0.90,0.40,28,16
9,0.90,0.90,0.40,20,16
10,0.90,0.90,0.40,30,16
12,0.90,0.90,0.40,22,16
13,0.90,0.90,0.40,21,16
15,0.90,0.90,0.40,34,16
16,0.90,0.90,0.40,26,16
11,0.90,0.90,0.40,38,16
14,0.90,0.90,0.40,31,16
17,0.90,0.90,0.40,179,16
19,0.90,0.90,0.40,29,16
18,0.90,0.90,0.40,31,16
25,0.90,0.90,0.40,25,16
21,0.90,0.90,0.40,22,16
23,0.90,0.90,0.40,27,16
22,0.90,0.90,0.40,29,16
24,0.90,0.90,0.40,29,16
20,0.90,0.90,0.40,32,16
26,0.90,0.90,0.40,18,16
30,0.90,0.90,0.40,23,16
31,0.90,0.90,0.40,30,16
29,0.90,0.90,0.40,27,16
32,0.90,0.90,0.40,18,16
27,0.90,0.90,0.40,24,16
28,0.90,0.90,0.40,32,16
35,0.90,0.90,0.40,23,16
34,0.90,0.90,0.40,26,16
38,0.90,0.90,0.40,31,16
40,0.90,0.90,0.40,27,16
36,0.90,0.90,0.40,17,16
39,0.90,0.90,0.40,38,16
33,0.90,0.90,0.40,24,16
37,0.90,0.90,0.40,22,16
44,0.90,0.90,0.40,17,16
41,0.90,0.90,0.40,30,16
46,0.90,0.90,0.40,26,16
45,0.90,0.90,0.40,21,16
42,0.90,0.90,0.40,29,16
43,0.90,0.90,0.40,19,16
47,0.90,0.90,0.40,31,16
48,0.90,0.90,0.40,24,16
51,0.90,0.90,0.40,30,16
49,0.90,0.90,0.40,20,16
50,0.90,0.90,0.40,24,16
52,0.90,0.90,0.40,26,16
55,0.90,0.90,0.40,29,16
54,0.90,0.90,0.40,23,16
56,0.90,0.90,0.40,28,16
58,0.90,0.90,0.40,18,16
53,0.90,0.90,0.40,28,16
57,0.90,0.90,0.40,23,16
59,0.90,0.90,0.40,30,16
63,0.90,0.90,0.40,26,16
61,0.90,0.90,0.40,21,16
62,0.90,0.90,0.40,22,16
60,0.90,0.90,0.40,20,16
65,0.90,0.90,0.40,20,16
64,0.90,0.90,0.40,33,16
66,0.90,0.90,0.40,14,16
70,0.90,0.90,0.40,23,16
69,0.90,0.90,0.40,25,16
68,0.90,0.90,0.40,21,16
71,0.90,0.90,0.40,29,16
72,0.90,0.90,0.40,31,16
74,0.90,0.90,0.40,23,16
73,0.90,0.90,0.40,17,16
67,0.90,0.90,0.40,15,16
78,0.90,0.90,0.40,21,16
77,0.90,0.90,0.40,28,16
76,0.90,0.90,0.40,100,16
80,0.90,0.90,0.40,19,16
81,0.90,0.90,0.40,31,16
75,0.90,0.90,0.40,23,16
82,0.90,0.90,0.40,32,16
79,0.90,0.90,0.40,26,16
83,0.90,0.90,0.40,34,16
91,0.90,0.90,0.40,28,16
85,0.90,0.90,0.40,36,16
84,0.90,0.90,0.40,20,16
90,0.90,0.90,0.40,19,16
87,0.90,0.90,0.40,38,16
86,0.90,0.90,0.40,31,16
88,0.90,0.90,0.40,29,16
89,0.90,0.90,0.40,34,16
93,0.90,0.90,0.40,32,16
92,0.90,0.90,0.40,27,16
97,0.90,0.90,0.40,15,16
95,0.90,0.90,0.40,18,16
96,0.90,0.90,0.40,11,16
94,0.90,0.90,0.40,26,16
99,0.90,0.90,0.40,17,16
98,0.90,0.90,0.40,25,16
100,0.90,0.90,0.40,38,16
7,0.90,0.90,0.30,18,16
1,0.90,0.90,0.30,25,16
5,0.90,0.90,0.30,27,16
4,0.90,0.90,0.30,26,16
2,0.90,0.90,0.30,36,16
6,0.90,0.90,0.30,23,16
8,0.90,0.90,0.30,28,16
3,0.90,0.90,0.30,33,16
10,0.90,0.90,0.30,23,16
13,0.90,0.90,0.30,20,16
11,0.90,0.90,0.30,24,16
12,0.90,0.90,0.30,17,16
9,0.90,0.90,0.30,20,16
14,0.90,0.90,0.30,25,16
15,0.90,0.90,0.30,30,16
16,0.90,0.90,0.30,29,16
18,0.90,0.90,0.30,26,16
19,0.90,0.90,0.30,24,16
21,0.90,0.90,0.30,25,16
20,0.90,0.90,0.30,15,16
22,0.90,0.90,0.30,25,16
17,0.90,0.90,0.30,26,16
23,0.90,0.90,0.30,18,16
24,0.90,0.90,0.30,29,16
27,0.90,0.90,0.30,31,16
28,0.90,0.90,0.30,17,16
26,0.90,0.90,0.30,26,16
31,0.90,0.90,0.30,27,16
29,0.90,0.90,0.30,28,16
33,0.90,0.90,0.30,25,16
30,0.90,0.90,0.30,24,16
25,0.90,0.90,0.30,29,16
32,0.90,0.90,0.30,35,16
36,0.90,0.90,0.30,27,16
35,0.90,0.90,0.30,24,16
39,0.90,0.90,0.30,20,16
37,0.90,0.90,0.30,9,16
34,0.90,0.90,0.30,26,16
38,0.90,0.90,0.30,25,16
41,0.90,0.90,0.30,36,16
43,0.90,0.90,0.30,27,16
44,0.90,0.90,0.30,22,16
42,0.90,0.90,0.30,28,16
46,0.90,0.90,0.30,32,16
40,0.90,0.90,0.30,24,16
45,0.90,0.90,0.30,26,16
47,0.90,0.90,0.30,31,16
49,0.90,0.90,0.30,14,16
50,0.90,0.90,0.30,29,16
52,0.90,0.90,0.30,26,16
53,0.90,0.90,0.30,29,16
51,0.90,0.90,0.30,18,16
48,0.90,0.90,0.30,25,16
54,0.90,0.90,0.30,24,16
55,0.90,0.90,0.30,19,16
56,0.90,0.90,0.30,23,16
57,0.90,0.90,0.30,32,16
60,0.90,0.90,0.30,23,16
58,0.90,0.90,0.30,26,16
62,0.90,0.90,0.30,29,16
59,0.90,0.90,0.30,23,16
64,0.90,0.90,0.30,33,16
61,0.90,0.90,0.30,27,16
63,0.90,0.90,0.30,28,16
67,0.90,0.90,0.30,19,16
65,0.90,0.90,0.30,25,16
69,0.90,0.90,0.30,35,16
68,0.90,0.90,0.30,21,16
66,0.90,0.90,0.30,20,16
71,0.90,0.90,0.30,24,16
70,0.90,0.90,0.30,24,16
72,0.90,0.90,0.30,26,16
74,0.90,0.90,0.30,24,16
73,0.90,0.90,0.30,34,16
75,0.90,0.90,0.30,27,16
79,0.90,0.90,0.30,24,16
76,0.90,0.90,0.30,20,16
80,0.90,0.90,0.30,38,16
78,0.90,0.90,0.30,34,16
77,0.90,0.90,0.30,23,16
81,0.90,0.90,0.30,29,16
82,0.90,0.90,0.30,26,16
86,0.90,0.90,0.30,16,16
87,0.90,0.90,0.30,27,16
84,0.90,0.90,0.30,32,16
83,0.90,0.90,0.30,24,16
85,0.90,0.90,0.30,31,16
88,0.90,0.90,0.30,22,16
89,0.90,0.90,0.30,30,16
90,0.90,0.90,0.30,17,16
91,0.90,0.90,0.30,24,16
93,0.90,0.90,0.30,26,16
94,0.90,0.90,0.30,29,16
92,0.90,0.90,0.30,26,16
95,0.90,0.90,0.30,24,16
98,0.90,0.90,0.30,32,16
96,0.90,0.90,0.30,23,16
97,0.90,0.90,0.30,28,16
99,0.90,0.90,0.30,28,16
100,0.90,0.90,0.30,32,16
8,0.90,0.90,0.20,29,16
7,0.90,0.90,0.20,28,16
4,0.90,0.90,0.20,27,16
3,0.90,0.90,0.20,25,16
2,0.90,0.90,0.20,32,16
5,0.90,0.90,0.20,25,16
9,0.90,0.90,0.20,35,16
6,0.90,0.90,0.20,27,16
1,0.90,0.90,0.20,22,16
10,0.90,0.90,0.20,21,16
11,0.90,0.90,0.20,28,16
13,0.90,0.90,0.20,31,16
12,0.90,0.90,0.20,22,16
14,0.90,0.90,0.20,46,16
17,0.90,0.90,0.20,28,16
15,0.90,0.90,0.20,29,16
16,0.90,0.90,0.20,16,16
19,0.90,0.90,0.20,28,16
24,0.90,0.90,0.20,20,16
18,0.90,0.90,0.20,26,16
22,0.90,0.90,0.20,29,16
21,0.90,0.90,0.20,32,16
20,0.90,0.90,0.20,27,16
23,0.90,0.90,0.20,36,16
25,0.90,0.90,0.20,29,16
27,0.90,0.90,0.20,29,16
26,0.90,0.90,0.20,29,16
29,0.90,0.90,0.20,22,16
33,0.90,0.90,0.20,29,16
30,0.90,0.90,0.20,26,16
31,0.90,0.90,0.20,20,16
32,0.90,0.90,0.20,24,16
28,0.90,0.90,0.20,23,16
34,0.90,0.90,0.20,27,16
35,0.90,0.90,0.20,40,16
36,0.90,0.90,0.20,33,16
38,0.90,0.90,0.20,27,16
40,0.90,0.90,0.20,25,16
39,0.90,0.90,0.20,17,16
41,0.90,0.90,0.20,26,16
37,0.90,0.90,0.20,35,16
42,0.90,0.90,0.20,27,16
43,0.90,0.90,0.20,26,16
45,0.90,0.90,0.20,35,16
44,0.90,0.90,0.20,31,16
47,0.90,0.90,0.20,27,16
46,0.90,0.90,0.20,24,16
48,0.90,0.90,0.20,28,16
49,0.90,0.90,0.20,30,16
52,0.90,0.90,0.20,22,16
51,0.90,0.90,0.20,31,16
50,0.90,0.90,0.20,36,16
53,0.90,0.90,0.20,30,16
55,0.90,0.90,0.20,22,16
54,0.90,0.90,0.20,31,16
58,0.90,0.90,0.20,25,16
57,0.90,0.90,0.20,27,16
59,0.90,0.90,0.20,33,16
56,0.90,0.90,0.20,23,16
60,0.90,0.90,0.20,28,16
61,0.90,0.90,0.20,18,16
62,0.90,0.90,0.20,19,16
63,0.90,0.90,0.20,33,16
68,0.90,0.90,0.20,17,16
65,0.90,0.90,0.20,37,16
67,0.90,0.90,0.20,22,16
66,0.90,0.90,0.20,24,16
64,0.90,0.90,0.20,33,16
73,0.90,0.90,0.20,23,16
74,0.90,0.90,0.20,29,16
69,0.90,0.90,0.20,29,16
72,0.90,0.90,0.20,21,16
75,0.90,0.90,0.20,34,16
71,0.90,0.90,0.20,39,16
70,0.90,0.90,0.20,20,16
76,0.90,0.90,0.20,27,16
81,0.90,0.90,0.20,33,16
80,0.90,0.90,0.20,26,16
78,0.90,0.90,0.20,17,16
79,0.90,0.90,0.20,26,16
77,0.90,0.90,0.20,23,16
82,0.90,0.90,0.20,28,16
83,0.90,0.90,0.20,32,16
84,0.90,0.90,0.20,24,16
85,0.90,0.90,0.20,21,16
89,0.90,0.90,0.20,25,16
86,0.90,0.90,0.20,17,16
87,0.90,0.90,0.20,36,16
90,0.90,0.90,0.20,22,16
88,0.90,0.90,0.20,29,16
92,0.90,0.90,0.20,23,16
93,0.90,0.90,0.20,26,16
94,0.90,0.90,0.20,28,16
95,0.90,0.90,0.20,25,16
91,0.90,0.90,0.20,30,16
96,0.90,0.90,0.20,38,16
97,0.90,0.90,0.20,25,16
99,0.90,0.90,0.20,26,16
98,0.90,0.90,0.20,23,16
100,0.90,0.90,0.20,25,16
6,0.90,0.90,0.10,30,16
4,0.90,0.90,0.10,22,16
1,0.90,0.90,0.10,24,16
7,0.90,0.90,0.10,33,16
8,0.90,0.90,0.10,24,16
5,0.90,0.90,0.10,27,16
3,0.90,0.90,0.10,27,16
2,0.90,0.90,0.10,24,16
9,0.90,0.90,0.10,26,16
11,0.90,0.90,0.10,35,16
10,0.90,0.90,0.10,29,16
12,0.90,0.90,0.10,28,16
13,0.90,0.90,0.10,31,16
14,0.90,0.90,0.10,22,16
15,0.90,0.90,0.10,33,16
16,0.90,0.90,0.10,27,16
17,0.90,0.90,0.10,37,16
20,0.90,0.90,0.10,34,16
18,0.90,0.90,0.10,48,16
19,0.90,0.90,0.10,33,16
22,0.90,0.90,0.10,32,16
23,0.90,0.90,0.10,27,16
21,0.90,0.90,0.10,25,16
24,0.90,0.90,0.10,25,16
28,0.90,0.90,0.10,25,16
25,0.90,0.90,0.10,19,16
26,0.90,0.90,0.10,35,16
27,0.90,0.90,0.10,23,16
30,0.90,0.90,0.10,23,16
31,0.90,0.90,0.10,28,16
29,0.90,0.90,0.10,30,16
32,0.90,0.90,0.10,21,16
35,0.90,0.90,0.10,31,16
36,0.90,0.90,0.10,37,16
37,0.90,0.90,0.10,33,16
38,0.90,0.90,0.10,27,16
33,0.90,0.90,0.10,35,16
39,0.90,0.90,0.10,23,16
34,0.90,0.90,0.10,27,16
44,0.90,0.90,0.10,35,16
41,0.90,0.90,0.10,21,16
40,0.90,0.90,0.10,28,16
43,0.90,0.90,0.10,26,16
42,0.90,0.90,0.10,30,16
47,0.90,0.90,0.10,32,16
46,0.90,0.90,0.10,28,16
45,0.90,0.90,0.10,31,16
48,0.90,0.90,0.10,22,16
49,0.90,0.90,0.10,32,16
50,0.90,0.90,0.10,31,16
51,0.90,0.90,0.10,28,16
52,0.90,0.90,0.10,22,16
55,0.90,0.90,0.10,19,16
54,0.90,0.90,0.10,25,16
53,0.90,0.90,0.10,29,16
58,0.90,0.90,0.10,29,16
56,0.90,0.90,0.10,29,16
59,0.90,0.90,0.10,27,16
57,0.90,0.90,0.10,19,16
60,0.90,0.90,0.10,27,16
61,0.90,0.90,0.10,29,16
62,0.90,0.90,0.10,23,16
64,0.90,0.90,0.10,28,16
63,0.90,0.90,0.10,29,16
69,0.90,0.90,0.10,32,16
67,0.90,0.90,0.10,29,16
65,0.90,0.90,0.10,27,16
68,0.90,0.90,0.10,27,16
66,0.90,0.90,0.10,31,16
70,0.90,0.90,0.10,26,16
71,0.90,0.90,0.10,26,16
72,0.90,0.90,0.10,21,16
73,0.90,0.90,0.10,30,16
75,0.90,0.90,0.10,25,16
76,0.90,0.90,0.10,31,16
77,0.90,0.90,0.10,40,16
74,0.90,0.90,0.10,28,16
78,0.90,0.90,0.10,33,16
79,0.90,0.90,0.10,13,16
82,0.90,0.90,0.10,30,16
80,0.90,0.90,0.10,27,16
81,0.90,0.90,0.10,28,16
83,0.90,0.90,0.10,30,16
85,0.90,0.90,0.10,45,16
87,0.90,0.90,0.10,33,16
84,0.90,0.90,0.10,36,16
86,0.90,0.90,0.10,32,16
90,0.90,0.90,0.10,28,16
89,0.90,0.90,0.10,21,16
88,0.90,0.90,0.10,29,16
93,0.90,0.90,0.10,35,16
96,0.90,0.90,0.10,28,16
92,0.90,0.90,0.10,35,16
94,0.90,0.90,0.10,32,16
95,0.90,0.90,0.10,26,16
91,0.90,0.90,0.10,35,16
97,0.90,0.90,0.10,32,16
100,0.90,0.90,0.10,28,16
99,0.90,0.90,0.10,32,16
98,0.90,0.90,0.10,27,16
